Episode,market_share_predict
Buzz,1.4
Buzz,1.4
Gotham,2.3
CinéPlus,1.4
Buzz,0.8
Gotham,1.4
L'incroyable famille Kardashian,1.5
ROTATION COMP1 5A-3A,1.5
ROTATION COMP2 5A-5A,1
ROTATION COMP3 2A-2A,0.1
SOIREE2 7P-3A,1.5
SOIREE3 7P-5A,1
ROTATION COMP1 5A-3A,1.5
ROTATION COMP2 5A-5A,1.5
MATIN 5AM-12P,0.7
APRES-MIDI 12P-7P,0.3
SOIREE1 7P-1A,1.5
SOIREE2 7P-3A,1.5
SOIREE3 7P-5A,1.5
Tennis Omnium Australie,1.1
Le 5 à 7,1.3
Hockey 360,0.1
Hockey Canadiens Express,0.4
L'Antichambre,0.4
Le 5 à 7,0.1
Sports 30 6h-18h,15.4
Curling-R,1.8
Hockey Canadiens Express,0.5
L'Antichambre,0.7
Sports 30 6h-18h,1.9
Destination Ski,8.9
Hockey Canadiens Express,1.5
Tennis Omnium Australie,2
Sports 30 18h-24h,2
Entre Deux MatCHs,2
Sports 30 18h-24h,2
Entre Deux MatCHs,2
Hockey CH Avec pas d'Match,0.1
Vacances Nature,1.9
Bonne Pêche,5.5
Passion Plein Air,3.4
Shore Lunch,0.4
Histoires de Sentiers,3.7
Sports 30 18h-24h,0.4
Sports 30 18h-24h,1
UFC Combats Ultimes TKO,4.8
Le 5 à 7,1.3
Hockey 360,5.6
TVA NOUVELLES (22h),7.2
LE QUÉBEC MATIN,7.2
MARIO DUMONT,11
TVA NOUVELLES (12h - LV),4
100% NOUVELLES,8.6
LA JOUTE,6.9
TVA NOUVELLES (17h),4.1
TVA NOUVELLES (18h - LV),4.1
TVA NOUVELLES (18h - LV),4.1
DENIS LÉVESQUE,4.7
LCN/MAINTENANT,4.8
LCN/MAINTENANT,4.8
DENIS LÉVESQUE,4.7
TVA NOUVELLES (22h),2
MARIO DUMONT,0.7
LA JOUTE,2.2
TVA NOUVELLES (22h),0.3
Section de recherches,9.2
Complément de programme,4.5
Questions pour un champion,1.9
Tout le monde veut prendre sa place,1.9
Cut,7.1
Plus belle la vie,9.6
TV5 le journal,4
Géopolitis,4
Une saison au zoo,9.8
Complément de programme,9.8
Télématin,1
Journal Belge,1.1
TTC,0.9
Des bateaux et des hommes,1.1
Alice Nevers,2.1
Alice Nevers,0.9
64' Le monde en Français,3.9
Section de recherches,0.9
Enfants prodiges,1.4
Journal Suisse,1.4
Des chiffres et des lettres,2.5
Cut,1
Plus belle la vie,1
Tout le monde veut prendre sa place,2.5
Questions pour un champion,1.3
Journal de France 2,5.6
Documentaire,2.3
Complément de programme,3.1
Munch,4.8
TV5 le journal,1.3
C à dire?!,4.7
Journal Afrique,7.5
L'émission politique,13.2
On efface et on recommence,12.7
On efface et on recommence,12.7
Mariage à l'aveugle,12.7
Le combat des flips,7
Décore ta vie,5.6
J'ai raté mes rénos!,1.1
On a échangé nos mères : spécial célébrités,1.2
César à la rescousse,1.8
Bienvenue dans notre zoo,0.4
Bye-Bye Maison!,5.8
Agents doubles,4.7
"À vos marques, prêts, rénovez!",0.1
Flips à Palm Springs,0.1
Les naufragés de l'amour,1.3
Mon cinéma,4.1
Décore ta vie,3.5
J'ai raté mes rénos!,3.6
Taxi vers l'au-delà,2.8
Quand l'amour rend aveugle,4
On a échangé nos mères : spécial célébrités,0.9
Bye-Bye Maison!,3.6
C'est quoi ton plan?,3.6
La vie avec des quintuplées,2.5
Bienvenue dans notre zoo,3.5
Mosaic,2.5
"Ma maison, mon cauchemar",2.5
Flips à Palm Springs,3.5
Bye-Bye Maison!,2.8
C'est quoi ton plan?,3.5
Mon cinéma,7.1
"99 envies d'Évasion - Vancouver, Las Vegas",1.3
Structures insolites (2),2.6
Hell's Kitchen (18),1
Safari photo avec Austin Stevens,2.1
Un couple contre la nature,1.3
Call of the Wildman: L’homme tortue (2),1.3
Call of the Wildman: L’homme tortue (2),1.3
"Josh Gates, traqueur de mystères (2)",2.9
Chiller au Québec avec Félipé,1.1
Coups de Food (4),0.5
Le wine show,1.4
Direction la mer: de Old Orchard à Cape Cod,1.3
Direction la mer: de Old Orchard à Cape Cod,1.3
Mission café,0.4
Mordu de la pêche (6),0.4
Le marcheur des Amériques,1.9
Ultimate Airport Dubai (3),1.7
Les routes mythiques (2),1.9
Benoit à la plage,0.3
Spots de baignade secrets,1.4
CROISIÈRES DE RÊVE,0.9
Soleil tout inclus (10),0.3
Regarde le monde,0.5
Bikinis et bords de mer (2),2.1
Coups de Food (4),1.3
Ultimate Airport Dubai (3),2.6
Les a$ de la brocante,0.7
Les a$ de la brocante,0.7
Les a$ de la brocante,0.7
Les a$ de la brocante,0.7
La course aux trésors d'Historia,0
La course aux trésors d'Historia,2.4
Les rois de la scrap,2.4
L’Amérique de Michel Barrette,1.6
Prêt au combat,1.6
Prêt au combat,1.6
De l'acier et du feu,0.9
De l'acier et du feu,1.6
De l'acier et du feu,2
Poirier enquête,1.2
Poirier enquête,1.2
Hors-la-loi : confession d’un Hells Angel,1.3
Les rois de la scrap,1.2
L’Amérique de Michel Barrette,1.2
Prêt au combat,3.6
Prêt au combat,4.6
De l'acier et du feu,2
De l'acier et du feu,2
De l'acier et du feu,1.4
Les moteurs de la Nouvelle-Orléans,4.5
Les moteurs de la Nouvelle-Orléans,0.9
Fous des bolides,0.9
Fous des bolides,0.7
Fous des bolides,0.7
Fous des bolides,0.7
Détroit : bêtes d’acier,0.7
Traqueurs d’ondes,0.4
De père en fils,0
Chasseurs d'épaves,0.3
Chasseurs d'épaves,0.3
Les rois de la scrap,0.3
L’Amérique de Michel Barrette,1.2
CinéMAX,2.7
911,0
911,0.1
911,0.1
Un souper presque parfait,0.1
Un souper presque parfait,0.1
Un souper presque parfait,0.1
Un souper presque parfait,0
Un souper presque parfait,0.6
CinéMAX,0.3
X-Files: aux frontières du réel,1.3
La loi et l'ordre: crimes sexuels,2.6
Mémoire sous enquête,0.6
Mémoire sous enquête,0.6
Mémoire sous enquête,0.6
Mémoire sous enquête,0.6
Mémoire sous enquête,0.6
La loi et l'ordre: crimes sexuels,2.6
Dr House,0.5
Le mentaliste,2
Chicago Med,1.3
Esprits criminels: unité sans frontières,0.4
Lucifer,2.3
X-Files: aux frontières du réel,0.7
Chicago Med,2.7
Esprits criminels: unité sans frontières,2.7
Téléjournal 02h sem,1.5
Téléjournal 02h30 sm,1.5
Téléjournal nuit sem,1.5
Téléjournal nuit sem,1.5
Téléjournal 04h00 sem,1.5
Téléjournal 04h30 sem,0
RDI matin 05h00 sem,0.8
RDI matin 05h30 sem,0.8
RDI matin 06h00 sem,0.1
RDI matin 06h30 sem,0.1
RDI matin 07h00 sem,0.1
RDI matin 07h30 sem,1
RDI matin 08h00 sem,1
RDI matin 08h30 sem,1
RDI matin 09h00 sem,1
L'info 09h30 sem,1.2
L'info 10h00 sem,1.2
L'info 10h30 sem,1.2
L'info 11h00 sem,1.2
Isabelle Richer,1.2
Téléjournal midi,0.5
Les ex 12h30,0.3
SP Des passagers incommodés à l'aéroport de Québec,0.5
L'info 13h30 sem,0.4
L'info 14h00 sem,1.2
L'info 14h30 sem,1.2
L'info 15h00 sem,1.2
L'info 15h30 sem,0.5
Mordus de politique,0.3
En direct avec Patrice Roy,1.7
"National, Le",1.7
RDI économie 18h30,1.7
24 heures en 60 min,1.4
Grands reportages,2.3
Téléjournal 21h sem,0.2
Téléjournal 21h30 sm,1.6
Mordus de politique,0.3
"National, Le",0.1
"National, Le",1.5
24 heures en 60 min,3.3
Téléjournal 01h sem,0.7
Téléjournal 01h30 sm,0.7
Code Black,9.2
NCIS,1
La Firme,1
La Reine,1
Solitaire,1
Bienvenue à Schitt's Creek,1
Bienvenue à Schitt's Creek,1
"Mélinda, entre deux mondes",1
NCIS,1
Hawaii 5-0,1.3
Détectives privés,0.4
Hawaii 5-0,0.4
Blue Bloods,0.7
Bones,0.7
Heartland,1
Élémentaire,1
Demain nous appartient,0.9
Demain nous appartient,0.9
Code Black,1.8
Bull,0.1
Quantico,0.1
Madame la Secrétaire d'État,0.2
Bull,0.6
Détectives privés,9.1
Blue Bloods,9.1
Bull,9.2
Fallait pas essayer,3.3
Après l'Apocalypse,3.5
Menacés,0
Magasin général Varennes,0
Comment c'est fait,6.1
Les stupéfiants,0
Maripier!,0
Fous de motoneige,0
Top Gear,0
Américars : rapides et musclés,0
Les hors-la-loi du volant,0
Cameron Black: L'Illusionniste,0
Magasin général Varennes,0
Dark Net : le web obscur,0
Expédition extrême,0.8
Week-end de bois,0
Roast Battle: le grand duel,0
Ceci n'est pas un talk show,0
Garage d'élite,0
Fous de motoneige,0
Milot Land,0
Direct dans l'net,0
Magasin général Varennes,0
Les stupéfiants,0
Seuls et tout nus XL,0
BattleBots : Combats de robots,0
Ceci n'est pas un talk show,0
Roast Battle: le grand duel,0.4
Star Trek : Discovery,0.5
Cinéma,0.8
Rapides et millionnaires,0
Family Guy,1.5
American Dad!,4.1
Le Tom Et Jerry Show,2.5
Bugs et les Looney Tunes,4.1
Bugs et les Looney Tunes,4.1
Bunnicula,4.1
Bunnicula,4.1
Lego Nexo Knights,3.2
Ben 10,4.1
Ben 10,4.1
Cracké,4.1
Teen Titans Go!,6.3
Teen Titans Go!,6.3
Toon Marty,9.3
Cracké,3.9
Frankie et les ZhuZhu Pets,2.2
Cracké,3.9
Bugs et les Looney Tunes,3.9
Bugs et les Looney Tunes,3.9
Ben 10,3.9
Ben 10,3.9
"Pokémon, la série : Soleil et Lune - Ultra-Aventures",2.2
Les Fous Du Volant,2.2
Les Fous Du Volant,2.2
Teen Titans Go!,2.2
Teen Titans GO!,4
Mysticons,1.2
Chop Chop Ninja,0.6
Le Tom Et Jerry Show,0.9
Les 3 Amigonautes,0.9
Winston et Dudley Ding Dong,4
Frankie et les ZhuZhu Pets,0.9
Hotel Transylvania,0.9
Il pleut des hamburgers,1.1
Unikitty,4
Unikitty,4
Bunnicula,1.1
Bunnicula,1.3
Les Fous Du Volant,0.4
Les Fous Du Volant,0.4
Bugs et les Looney Tunes,1.3
Bugs et les Looney Tunes,1.3
Chop Chop Ninja,1.3
"Pokémon, la série : Soleil et Lune - Ultra-Aventures",0.4
Ben 10,1.3
Ben 10,1.3
Mysticons,0.4
LEGO Nexo Knights,0.2
Unikitty,4
Unikitty,4
Les Simpson,0.2
Teen Titans GO!,4
Teen Titans Go!,4
Bravest Warriors,0.7
Au pays des Têtes à claques,2.2
Faut pas rêver!,0.9
Les Simpson,0.9
Family Guy,2.7
American Dad!,2.7
Les Grandes Gueules s’animent!,1.4
Les Simpson,1.4
Robot Chicken,1
Robot Chicken,1.9
Family Guy,1.5
American Dad!,1.5
Les Grandes Gueules s’animent!,1.6
Robot Chicken,1.6
Robot Chicken,1.6
Douanes sous haute surveillance (M),15.9
Douanes sous haute surveillance (M),15.9
Projet impossible,12.5
Routiers de l'Outback,12.5
Hantise,7
Parcomètre Blues,5.6
Déménageurs de maisons,0.9
Train d'enfer,3.1
Alaska : La ruée vers l'or,1.8
À la poursuite du trésor inca,1.8
Exploration science,0.4
Riches et coupables,1.9
La guerre des enchères,2.5
La guerre des enchères,2.5
Douanes sous haute surveillance,3.5
Douanes sous haute surveillance,3.5
Phénomènes vus de l'espace,3.5
Projet impossible,3.5
MAYDAY,4.3
Train d'enfer,4.1
Le convoi de l'extrême,3.6
Routiers de l'Outback,2.2
Les héros du feu,2.6
Riches et coupables,2.6
Docu-D,2.2
Docu-D,3.5
Les pires prisons du monde,2.4
Craindre son voisin,3
Arrange-toi avec ça (M),0
Arrange-toi avec ça (M),0
Arrange-toi avec ça (M),0
Arrange-toi avec ça (M),0
Backstage : Les coulisses du succès,0
Le Studio,0
Les menteuses (M),0
Les menteuses (M),0
Gang de malades,0
Max et Livia,0
2 filles fauchées,0
The Big Bang Theory,0
Flashpoint,0
Les Frères Scott,0
iZombie,0
Les 100,0
Mom V.F. (M),0
Mom V.F. (M),0
The Big Bang Theory,0
Comment je l'ai rencontrée,0
Le chalet,0
2 filles fauchées,0
Les Foster,0.2
Riverdale,0
Le chalet,0.4
Code F.,0.4
Flashpoint,0.2
Documentaire,5.4
Tournée générale,4.1
Complément de programme canadien,4.1
St-Nickel,4.1
Complément de programme canadien,4.1
Dans une galaxie près de chez vous,4.1
Watatatow,6.3
Complément de programme,4.8
Émissions jeunesse AM 1,9.3
Dans une galaxie près de chez vous,2.3
Watatatow,3.3
Web thérapie,0.3
Complément de programme canadien,0.6
Les Newbies,0.1
Complément de programme canadien,0.6
Mauvais karma,0.4
Complément de programme canadien,0.6
Mauvais karma,0.4
Complément de programme canadien,0.6
Le goût du pays,0.9
Ô Chalet,0.1
Vu de l'intérieur,0.1
De par chez nous,1.3
Complément de programme canadien,1.3
Mon nouveau monde,0.4
Cochon dingue,1.3
Émissions jeunesse PM 1,0.6
Dans une galaxie près de chez vous,1.3
Watatatow,3.6
Cochon dingue,1.3
Échappe-toi si tu peux,2
Fous des animaux,1.1
Hôpital vétérinaire,0.5
Complément de programme canadien,0.7
De par chez nous,0.7
Complément de programme canadien,0.7
À deux pas de la liberté,0.3
Écrivain public,3.6
Complément de programme canadien,2.7
Web thérapie,0.3
Complément de programme canadien,2.7
Balade à Toronto,2.7
Peaky Blinders,3.2
L'espionne de Tanger,3.8
Complément de programme canadien,1.5
Hooké,1.5
Le sens du punch,1.6
Complément de programme canadien,1.5
Défier la magie,0.1
Maigret,0.1
Intermède,0.8
Sois,3
C'est juste de la tv,0
"Filles de Caleb, Les",2.1
Temps d'une paix,0.5
Temps d'une paix,0.5
Cormoran,1.5
Documentaire,0.3
"Effet Wow, L'",0.9
Temps d'une paix,0.4
Temps d'une paix,0.4
Cormoran,1.8
Rétroviseur,2.1
Alys Robi,1.1
Cormoran,1.8
"Appel du cœur, L",1.1
"Appel du cœur, L",1.1
Mr. Bean,3.2
Esprit critique,1.6
"Foire aux vanités, La",1.8
"Foire aux vanités, La",1.8
Notre cinéma,4.3
Intermède,2.6
Enquêtes internes,2.1
V - Bonne nuit,9.1
NVL,9.1
Moment V,9.1
Moment V,9.1
NVL en bref,17
Moment V,14.7
NVL en bref,17
Moment V,14.7
NVL en bref,17
Infopublicité,14.7
Infopublicité,14.7
Marvel: les agents du S.H.I.E.L.D.,14.8
La guerre des clans,18
Ciné V,16.1
Ciné V,16.4
Les Simpson,7.1
Les Simpson,4.3
La guerre des clans,4.3
Un souper presque parfait,14
Un souper presque parfait,14
Rire et délire,4.3
Les détestables,4.3
Ciné V,16.5
Gotham,17.7
Un souper presque parfait,9
NVL,16.7
Infopublicité,9
Infopublicité,9
Infopublicité,9
Infopublicité,9
Mordus de politique,12.2
24h en 60 minutes,10.4
Prog RDI sem,7.5
Nils Holgersson,15.9
Nils Holgersson,15.9
Bernard sports,8
Peanuts,15.9
Mia,11.9
Manon,11.9
Les pyjamasques,1.4
Peanuts,1.4
Trullalleri,10.4
Harry & Bip,1.4
Ranger Rob,10.4
Ranger Rob,10.4
Jungle en délire,7.9
Monsieur Craquepoutte,7.6
Super 4,0.5
Explique-moi ça,7.9
Chasseurs monstres,7.9
Noterythme,0.6
Géronimo Stilton,7.9
Bernard,7.9
Angry birds,7.9
SOS créatures!,3
Kate et Mim-Mim,7.9
Yaya et Zouk,7.7
Zoobabu,7.7
Alicia,7.1
Jack,7.1
Léon,8.6
En direct Ici... prog loc,0.5
RDI matin,1.7
Marina Orsini,8.7
Ricardo,2.3
Silence on joue!,2.3
Téléjournal midi,2.3
Second regard,8.1
Grantchester,8.1
Virginie,8.1
Virginie,8.1
Temps d'une paix,8.1
Entrée principale - Best,7.6
Silence on joue!,7.6
Téléjournal 18h,6.1
Téléjournal 18h30,6.1
Au suivant,7.6
Prière de ne pas envoyer de fleurs,16.4
Ouvrez les guillemets,10
Les poilus,10
Téléjournal 22h00,9.6
Téléjournal 22h30,9.6
Sports express,9.6
Notre cinéma raconté par,9.6
Notre cinéma (fin de soirée),9.1
Cinéma (fin de soirée),13.2
DOUBLE CINÉ-LUNE,5.6
INFOPUBLICITÉ,10.6
TVA NOUVELLES (NUIT - LV),7.5
LA VICTOIRE DE L'AMOUR,5.6
LA VICTOIRE DE L'AMOUR,5.6
LE QUÉBEC MATIN,1.4
SALUT BONJOUR,4.7
BIEN,1.2
LES RÉNOS D'HUGO,2.3
LE TRICHEUR,1.8
MARIO DUMONT,2.3
TVA NOUVELLES (12H - LV),2.3
PAUSE CINÉMA,8.1
INFOPUBLICITÉ,15.5
LES FEUX DE L' AMOUR,7.4
TOP MODÈLES,7.4
TVA NOUVELLES (17H),6.1
TVA NOUVELLES (18H - LV),6.1
LE TRICHEUR,7.6
ÇA FINIT BIEN LA SEMAINE,7.6
DU TALENT À REVENDRE,16.4
LA LISTE NOIRE v.f. de THE BLACKLIST,10
TVA NOUVELLES (22h),9.6
DENIS LÉVESQUE,17.1
DOUBLE CINÉ-LUNE,9.1
DOUBLE CINÉ-LUNE,7.6
Génial!,0.2
De garde 24/7,1.5
Cette année-là,1
"Heure est grave, mais la demi-heure est drôle, L'",1
Chaplin,5.9
Chaplin,2.3
"Nouvelles aventures de Lucky Luke, Les",1
Marsupilami,1
"Petit Spirou, Le",0
"Chouette & Cie, La",0
Cochon dingue,1
Robin des Bois,0.3
Vic le viking,1
Grizzy et les lemmings,0.2
"As de la Jungle, Les",0.2
"As de la Jungle, Les",1
"Pat'Patrouille, La",1
Robocar Poli,1
Robocar Poli,1
Chuggington,0.3
Chuggington,0.2
"Tribu Monchhichi, La",1
Masha et Michka,0.2
Masha et Michka,0.2
Digby le dragon,1
"Famille Blaireau-Renard, La",0.3
Peg + Chat,1
Petit Ours Brun,0.2
Petit Ours Brun,0.2
"Little People, Grandes découvertes",1.3
"Légendes de Tatonka, Les",0.3
Yakari,1.3
"Argonautes, Les",1.3
Cochon dingue,0
Génial!,0
Encore plus Génial,0
Y'a du monde à messe,1
"Indice Mc$ween, L'",0
"Frères Kratt, Les",1
Roi Julian! L'élu des lémurs,1
ALVINNN!!! et Les Chipmunks,0.5
ALVINNN!!! et Les Chipmunks,0.5
"Argonautes, Les",0.5
"Aventures du Chat Potté, Les",0.3
Salmigondis,0.3
"Pat'Patrouille, La",0.3
Encore plus Génial,0.3
De garde 24/7,0.4
Un chef à la cabane,1
Deux hommes en or,0
M'entends-tu,0.1
Belle et Bum,11.1
Cinéphile,1.5
Ça vaut le coût,0.2
"Francs-tireurs, Les",0.2
Sports 30 24h-6h,6.4
Tennis Omnium d'Australie nuit,1
Sports 30 6h-13h30,1
Tennis Omnium d'Australie,1
Sports 30 6h-13h30,0.8
Hockey CH Avec pas d'Match,0.6
Destination Ski,0.6
30 Images/Seconde Daytime,0.6
Vacances Nature R,0.3
Bonne Pêche R,0.4
Passion Plein Air R,1.4
Shore Lunch  R,0.6
Histoires de Sentiers R,0.5
Le 5 à 7,0.4
Hockey 360,3.6
Tennis Omnium d'Australie,1
L'Antichambre,1.1
Sports 30 18h-24h,0.8
25 Ans d'Émotions Prime,5.3
Documentaire,0.1
Documentaire,0.1
Buzz,2.7
Buzz,2.7
Coup de foudre,2.7
Coup de foudre,2.7
Coup de foudre,2.7
Coup de foudre,2.7
Coup de foudre,2.7
Coup de foudre,6.2
Coup de foudre,0.4
Coup de foudre,0.4
Buzz,0.4
Buzz,0.4
Buzz,0.4
Buzz,0.4
Buzz,0.4
Buzz,0.4
Buzz,0.4
Buzz,0.6
Buzz,0.6
CinéPlus,1.6
Gotham,0.6
Gotham,0.4
Buzz,0.5
CinéPlus,1.6
Buzz,1.1
Buzz,1.1
La Jamaïque au goût de Marley,2
CinéPlus,0.4
Buzz,0.8
Buzz,2.7
La Jamaïque au goût de Marley,0.7
L'incroyable famille Kardashian,0.1
ROTATION COMP2 5A-5A,1
ROTATION COMP3 2A-2A,6.4
SOIREE2 7P-3A,6.4
SOIREE3 7P-5A,1
ROTATION COMP1 5A-3A,6.4
MATIN 5AM-12P,0.5
ROTATION COMP1 5A-3A,6.4
ROTATION COMP2 5A-5A,6.4
APRES-MIDI 12P-7P,0.2
SOIREE2 7P-3A,6.4
SOIREE3 7P-5A,6.4
SOIREE1 7P-1A,6.4
L'Antichambre,0.1
Hockey CH Avec pas d'Match,2.1
Le 5 à 7,0.2
Hockey 360,0.4
Le 5 à 7,0.9
Hockey 360,0.4
L'Antichambre,4.7
Hockey CH Avec pas d'Match,7.2
Sports 30 6h-18h,0
Basketball NBA - R,11.1
L'Antichambre,0.3
Sports 30 6h-18h,0.1
Hockey le Magazine,2.3
Hockey CH Avec pas d'Match,1.1
Voile,1.1
Tennis Omnium Australie,1.1
Sports 30 18h-24h,1.7
Sports 30 18h-24h,1.7
Documentaire,0.7
30 Images/Seconde,6.5
UFC Combats Ultimes TKO,0.6
Lutte,2.1
Sports 30 18h-24h,1.7
Sports 30 18h-24h,15.4
Sports 30 24h-6h,0.5
TVA NOUVELLES (22h),6.5
LE QUÉBEC MATIN,6.5
MARIO DUMONT,4.8
TVA NOUVELLES (12h - LV),5.7
100% NOUVELLES,9.7
LA JOUTE,3.5
TVA NOUVELLES (17h),4.2
TVA NOUVELLES (18h - LV),5.8
TVA NOUVELLES (18h - LV),5.8
DENIS LÉVESQUE,3.5
LCN/MAINTENANT,11.9
J.E.,3.5
DENIS LÉVESQUE,3.5
TVA NOUVELLES (22h),2.6
MARIO DUMONT,0.7
LA JOUTE,2.2
TVA NOUVELLES (22h),1.8
L'émission politique,10.9
Complément de programme,7.1
Tout le monde veut prendre sa place,13.3
Cut,7.1
Plus belle la vie,3
TV5 le journal,7.3
Suisse focus,7.3
Amérikologie,1.7
Télématin,3.2
Journal Belge,1.1
Challenge,0.9
Documentaire,3
Alice Nevers,4.3
Alice Nevers,6
64' Le monde en Français,3.9
Section de recherches,3
Partir autrement en famille,2.5
Journal Suisse,1.3
Des chiffres et des lettres,1.3
Cut,1
Plus belle la vie,1
Tout le monde veut prendre sa place,3.4
Questions pour un champion,0.9
Journal de France 2,5.6
Nus et culottés,4
Les flots,4.7
Les routes de l'impossible,1.2
Des bateaux et des hommes,2.5
TV5 le journal,2.4
C à dire?!,6.3
Journal Afrique,3.4
Complément de programme,7.5
C à vous,7.5
Section de recherches,14.8
Que sont-ils devenus?,1.2
Les gratteux,15.9
Vendre ou rénover au Québec,2.7
Mariage à l'aveugle,12.7
Pas le choix de rénover!,7
Décore ta vie,15.9
J'ai raté mes rénos!,2.3
On a échangé nos mères : spécial célébrités,1.3
C'est quoi ton plan? (M),2.3
C'est quoi ton plan? (M),2
C'est quoi ton plan? (M),2
C'est quoi ton plan? (M),2
Le combat des flips,1.7
Le Club Mel,2.6
Quand l'amour rend aveugle,3.6
Taxi vers l'au-delà,3.6
Mon cinéma,7.5
Décore ta vie,3.5
J'ai raté mes rénos!,2.6
Bienvenue dans notre zoo,0.9
On a échangé nos mères : spécial célébrités,0.9
Bye-Bye Maison!,2.9
C'est quoi ton plan?,1.8
Mariages sur mesure,4.2
Design V.I.P.,0.7
Vendre ou rénover au Québec,0.7
Les naufragés de l'amour,0.7
On joue au docteur,0.7
Dévisagés,0.7
Bye-Bye Maison!,2.7
C'est quoi ton plan?,3.5
Mon cinéma,1.8
Le wine show,0.4
Call of the Wildman: L’homme tortue (2),0.7
Call of the Wildman: L’homme tortue (2),0.7
Le marcheur des Amériques,2.1
Les routes mythiques (2),2.1
Mission café,3.6
Mordu de la pêche (6),0
Safari photo avec Austin Stevens,0
Benoit à la plage,0.5
Hotel Impossible Top 10,1.3
Regarde le monde,0.7
Bikinis et bords de mer (2),0
Spots de baignade secrets,0.7
CROISIÈRES DE RÊVE,0
"99 envies d'Évasion - Vancouver, Las Vegas",0
Hôtels eXtrêmes,0.6
Chiller au Québec avec Félipé,0.6
Avec ou sans cash,0.6
Call of the Wildman: L’homme tortue (2),0.6
Call of the Wildman: L’homme tortue (2),0.6
Vivre sous zéro (3),0.9
Vivre sous zéro (3),0.9
Hell's Kitchen (18),0.9
Toujours plus loin avec Anthony Bourdain (2),0.6
Le Voyageur assoiffé,2.9
Vivre sous zéro (3),2.3
Vivre sous zéro (3),2.3
La course aux trésors d'Historia,4.5
La course aux trésors d'Historia,4.5
Le lot du diable,1.3
Poirier enquête,4.5
Poirier enquête,4.5
Hors-la-loi : confession d’un Hells Angel,1.3
Légendes de la route,4.5
Légendes de la route,1.4
Les moteurs de la Nouvelle-Orléans,5.3
Les moteurs de la Nouvelle-Orléans,0.2
Fous des bolides,0.2
Fous des bolides,0.2
Fous des bolides,0.2
Fous des bolides,1.7
Détroit : bêtes d’acier,0.3
Traqueurs d’ondes,3
De père en fils,1.9
La course aux trésors d'Historia,2.2
La course aux trésors d'Historia,2.2
G.O.L.F.: son histoire au Québec,2.3
Les moteurs de la Nouvelle-Orléans,2.7
